KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,18/3/2024 3:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2024,9:21:45,0,<None>,0.04,0.17,55328.8,16.174,-0.6,-0.19,50587.9,92.9,92.5,5.9,194.5,23.48,33.39,51058.1,0.11,0.23,33188,0.49,0,1.174,8.22,-96.4,29.379,16.395,-14.64497,145.4517,6.5,0,12,758.1
20/3/2024,9:21:46,0,<None>,0.04,0.15,55484.3,16.218,-0.61,-0.2,50731.2,92.8,92.4,5.89,195,23.547,33.5,51202.6,0.13,0.27,33282,0.52,0,1.174,8.22,-96.3,29.378,16.366,-14.64497,145.4517,6.3,0,12,758
20/3/2024,9:21:47,0,<None>,0.04,0.14,55659.9,16.285,-0.63,-0.2,50893.2,92.5,92.2,5.88,195.6,23.645,33.62,51366,0.14,0.3,33388,0.54,0,1.174,8.22,-96.2,29.377,16.58,-14.64497,145.4517,6.3,0,12,758.1
20/3/2024,9:21:48,0,<None>,0.03,0.13,55810.3,16.355,-0.64,-0.21,51032.3,92.3,92,5.86,196.1,23.75,33.72,51506.2,0.15,0.33,33479,0.56,0,1.174,8.22,-96.1,29.375,16.794,-14.64497,145.4517,6.2,0,12,758
20/3/2024,9:21:49,0,<None>,0.03,0.11,55980.1,16.416,-0.66,-0.21,51189.8,92.2,91.8,5.85,196.6,23.84,33.84,51664.9,0.15,0.35,33582,0.58,0,1.174,8.22,-96.1,29.373,16.788,-14.64496,145.4517,6.1,0,12,758
20/3/2024,9:21:50,0,<None>,0.02,0.09,56127.7,17.148,-0.66,-0.21,51326.7,92.1,91.7,5.84,197.1,24.906,33.94,51802.8,0.15,0.34,33672,0.61,0,1.174,8.22,-96,29.371,17,-14.64496,145.4517,5.9,0,12,758
20/3/2024,9:21:51,0,<None>,0.03,0.09,56290.2,17.252,-0.68,-0.22,51477.6,92,91.6,5.83,197.5,25.058,34.05,51954.9,0.15,0.34,33771,0.62,0,1.174,8.21,-95.9,29.369,17.194,-14.64496,145.4517,5.9,0,12,758
20/3/2024,9:21:52,0,<None>,0.03,0.11,56417.3,17.337,-0.7,-0.23,51595.4,91.9,91.5,5.82,198.1,25.183,34.14,52073.6,0.14,0.32,33848,0.63,0,1.174,8.21,-95.8,29.367,17.276,-14.64496,145.4517,6.1,0,12,758.1
20/3/2024,9:21:53,0,<None>,0.03,0.1,56500.9,17.389,-0.71,-0.23,51673.4,91.8,91.4,5.81,198.5,25.261,34.2,52152.1,0.15,0.34,33899,0.65,0,1.174,8.21,-95.8,29.366,17.364,-14.64496,145.4517,6.1,0,12,758.1
20/3/2024,9:21:54,0,<None>,0.03,0.1,56530,17.583,-0.74,-0.24,51701.2,91.7,91.3,5.8,198.9,25.542,34.22,52180.1,0.16,0.36,33917,0.66,0,1.174,8.21,-95.7,29.364,17.877,-14.64496,145.4517,6.1,0,12,758.1
20/3/2024,9:21:55,0,<None>,0.02,0.07,56551.2,18.701,-0.75,-0.24,51721.5,91.6,91.2,5.8,199.4,27.167,34.23,52200.5,0.15,0.34,33930,0.65,0,1.174,8.21,-95.6,29.364,18.478,-14.64495,145.4517,6.3,0,12,758.1
20/3/2024,9:21:56,0,<None>,0.03,0.1,56565.3,18.948,-0.75,-0.24,51735.1,91.5,91.1,5.79,199.6,27.527,34.24,52214.1,0.13,0.29,33939,0.66,0,1.174,8.21,-95.5,29.363,18.808,-14.64495,145.4517,6.1,0,12,758.1
20/3/2024,9:21:57,0,<None>,0.03,0.11,56573.2,19.048,-0.78,-0.25,51742.7,91.4,91,5.78,200,27.672,34.25,52221.7,0.12,0.26,33944,0.69,0,1.174,8.21,-95.5,29.363,18.884,-14.64495,145.4517,6,0,12,758.1
20/3/2024,9:21:58,0,<None>,0.03,0.12,56581.9,19.135,-0.79,-0.26,51751.1,91.3,91,5.78,200.5,27.798,34.25,52230.1,0.13,0.29,33950,0.7,0,1.174,8.2,-95.4,29.362,19.098,-14.64495,145.4517,6.1,0,12,758
20/3/2024,9:21:59,0,<None>,0.04,0.14,56589.2,19.118,-0.81,-0.26,51758.1,91.2,90.8,5.77,200.8,27.774,34.26,52237.2,0.13,0.27,33954,0.7,0,1.174,8.2,-95.3,29.362,19.081,-14.64494,145.4517,6,0,12,758
20/3/2024,9:22:00,0,<None>,0.04,0.16,56597.8,19.142,-0.81,-0.26,51766.2,91,90.6,5.76,201.2,27.809,34.26,52245.3,0.13,0.29,33959,0.72,0,1.174,8.2,-95.3,29.362,19.207,-14.64494,145.4517,5.6,0,12,758.1
20/3/2024,9:22:01,0,<None>,0.04,0.14,56604.3,19.188,-0.81,-0.27,51772.3,90.8,90.5,5.75,201.5,27.875,34.27,52251.5,0.13,0.29,33963,0.71,0,1.174,8.2,-95.2,29.361,19.323,-14.64494,145.4517,5.5,0,12,758.2
20/3/2024,9:22:02,0,<None>,0.04,0.15,56612.3,19.209,-0.81,-0.26,51779.9,90.7,90.3,5.74,201.8,27.906,34.27,52259.1,0.13,0.28,33968,0.72,0,1.174,8.2,-95.2,29.361,19.258,-14.64494,145.4517,5.4,0,12,758.1
20/3/2024,9:22:03,0,<None>,0.04,0.15,56618.9,19.215,-0.81,-0.26,51786.2,90.6,90.2,5.73,202.1,27.915,34.28,52265.5,0.14,0.3,33973,0.71,0,1.174,8.2,-95.2,29.361,19.246,-14.64494,145.4517,5.4,0,12,758.1
20/3/2024,9:22:04,0,<None>,0.04,0.15,56625.8,19.246,-0.8,-0.26,51792.7,90.5,90.1,5.72,202.3,27.961,34.28,52272,0.16,0.35,33977,0.72,0,1.174,8.2,-95.1,29.361,19.478,-14.64494,145.4517,5.5,0,12,758.1
20/3/2024,9:22:05,0,<None>,0.04,0.16,56631.9,19.298,-0.79,-0.26,51798.5,90.4,90,5.72,202.6,28.035,34.29,52277.8,0.16,0.37,33981,0.72,0,1.174,8.2,-95.1,29.361,19.676,-14.64493,145.4517,5.5,0,12,758.1
20/3/2024,9:22:06,0,<None>,0.05,0.19,56637,19.35,-0.79,-0.26,51803.3,90.3,89.9,5.71,202.8,28.111,34.29,52282.6,0.16,0.37,33984,0.71,0,1.174,8.2,-95.1,29.361,19.769,-14.64493,145.4517,5.4,0,12,758.1
20/3/2024,9:22:07,0,<None>,0.04,0.16,56638.3,19.407,-0.79,-0.26,51804.5,90.2,89.8,5.71,203.1,28.194,34.29,52283.8,0.14,0.32,33984,0.71,0,1.174,8.2,-95.1,29.361,19.912,-14.64493,145.4517,5.4,0,12,758.1
20/3/2024,9:22:08,0,<None>,0.05,0.17,56639,19.466,-0.79,-0.26,51805.1,90.1,89.7,5.7,203.3,28.28,34.29,52284.5,0.14,0.31,33985,0.71,0,1.174,8.2,-95.1,29.361,19.933,-14.64493,145.4517,5.1,0,12,758.1
20/3/2024,9:22:09,0,<None>,0.04,0.17,56639.8,19.517,-0.78,-0.25,51805.9,90,89.7,5.7,203.6,28.354,34.29,52285.3,0.14,0.3,33985,0.71,0,1.174,8.2,-95.1,29.36,20.102,-14.64493,145.4517,5.3,0,12,758
20/3/2024,9:22:10,0,<None>,0.04,0.16,56640.8,20.47,-0.77,-0.25,51806.9,90,89.6,5.69,203.8,29.739,34.29,52286.3,0.13,0.29,33986,0.7,0,1.174,8.2,-95.1,29.36,20.277,-14.64493,145.4517,5.2,0,12,758.1
20/3/2024,9:22:11,0,<None>,0.05,0.19,56641.3,20.69,-0.73,-0.24,51807.4,89.9,89.5,5.69,204,30.059,34.29,52286.8,0.13,0.29,33986,0.74,0,1.174,8.2,-95.1,29.36,20.578,-14.64493,145.4517,5.2,0,12,758.1
20/3/2024,9:22:12,0,<None>,0.15,0.58,56640.9,20.851,-0.64,-0.21,51807,89.9,89.5,5.68,204.3,30.292,34.29,52286.4,0.3,0.75,33986,1.37,0,1.174,8.2,-95.1,29.36,20.769,-14.64493,145.4517,5.4,0,12,758.1
20/3/2024,9:22:13,0,<None>,0.16,0.64,56639.5,20.741,-0.5,-0.16,51805.6,89.8,89.5,5.68,204.5,30.132,34.29,52284.9,0.33,0.84,33985,6.68,0,1.174,8.2,-95.1,29.36,20.788,-14.64492,145.4517,5.3,0,12,758
20/3/2024,9:22:14,0,<None>,0.16,0.65,56638.9,20.753,-0.29,-0.09,51804.8,89.8,89.4,5.68,204.7,30.149,34.29,52284.2,0.35,0.9,33985,9.72,0,1.174,8.2,-95.1,29.361,20.778,-14.64492,145.4517,5.3,0,12,758.2
20/3/2024,9:22:15,0,<None>,0.21,0.85,56637.9,20.782,-0.03,0,51803.7,89.7,89.4,5.68,204.9,30.191,34.29,52283.1,0.45,1.19,33984,12.65,0,1.174,8.2,-95.1,29.361,20.825,-14.64492,145.4517,5.5,0,12,758
20/3/2024,9:22:16,0,<None>,0.24,0.95,56636.1,20.841,0.05,0.02,51802,89.7,89.3,5.67,205.2,30.277,34.29,52281.4,0.47,1.25,33983,38.88,0,1.174,8.2,-95.1,29.361,20.932,-14.64492,145.4517,5.5,0,12,758
20/3/2024,9:22:17,0,<None>,0.25,0.98,56635.6,20.838,0.17,0.06,51801.4,89.7,89.3,5.67,205.4,30.273,34.29,52280.8,0.48,1.25,33983,82.31,0,1.174,8.2,-95.1,29.361,20.76,-14.64492,145.4517,5.5,0,12,758.2
20/3/2024,9:22:18,0,<None>,0.33,1.33,56634.8,20.811,0.64,0.22,51800.6,89.6,89.3,5.67,205.5,30.234,34.29,52280,0.63,1.68,33982,454.27,0,1.174,8.2,-95.1,29.361,20.703,-14.64492,145.4517,5.8,0,12,758.1
20/3/2024,9:22:19,0,<None>,0.55,2.2,56631.7,20.797,1.31,0.44,51797.5,89.6,89.2,5.67,205.8,30.213,34.29,52276.8,1.08,2.94,33980,390.86,0,1.174,8.2,-95.1,29.361,20.729,-14.64492,145.4517,6.3,0,12,758
20/3/2024,9:22:20,0,<None>,0.68,2.72,56628.8,20.791,1.76,0.59,51794.7,89.5,89.2,5.66,206,30.205,34.28,52274.1,1.26,3.46,33978,456.36,0,1.174,8.2,-95.1,29.362,20.753,-14.64491,145.4517,6.1,0,12,758.1
20/3/2024,9:22:21,0,<None>,0.84,3.36,56626.3,20.789,2.13,0.72,51792.2,89.5,89.1,5.66,206.1,30.202,34.28,52271.6,1.47,4.05,33977,384.87,0,1.174,8.2,-95.1,29.362,20.782,-14.64492,145.4517,6.4,0,12,758
20/3/2024,9:22:22,0,<None>,0.76,3.05,56624.1,20.786,2.48,0.83,51789.9,89.5,89.1,5.66,206.3,30.198,34.28,52269.3,1.57,4.31,33975,312.15,0,1.174,8.2,-95.1,29.362,20.778,-14.64491,145.4517,4.1,0,12,758
20/3/2024,9:22:23,0,<None>,0.67,2.66,56622.1,20.784,2.65,0.89,51787.9,89.4,89.1,5.66,206.4,30.194,34.28,52267.3,1.64,4.51,33974,262.85,0,1.174,8.2,-95.1,29.362,20.767,-14.64491,145.4517,4.1,0,12,758
20/3/2024,9:22:24,0,<None>,0.7,2.8,56620.9,20.785,2.79,0.94,51786.5,89.4,89,5.66,206.6,30.196,34.28,52266,1.71,4.7,33973,229.78,0,1.174,8.2,-95.1,29.362,20.788,-14.64491,145.4517,4.4,0,12,758
20/3/2024,9:22:25,0,<None>,0.8,3.21,56620.1,20.79,2.93,0.98,51785.6,89.4,89,5.65,206.7,30.204,34.28,52265,1.88,5.18,33972,205.49,0,1.174,8.2,-95.1,29.363,20.87,-14.64491,145.4517,4.1,0,12,758
20/3/2024,9:22:26,0,<None>,1.1,4.4,56620.9,20.8,3.44,1.15,51786.1,89.4,89,5.65,206.8,30.218,34.28,52265.6,11.35,31.7,33973,194.72,0,1.174,8.2,-95.1,29.363,20.911,-14.6449,145.4517,3.8,0,12,758
20/3/2024,9:22:27,0,<None>,1.3,5.19,56619.5,20.809,3.78,1.27,51784.7,89.3,89,5.65,206.9,30.231,34.28,52264.2,6.45,17.97,33972,192.55,0,1.174,8.2,-95.1,29.363,20.931,-14.64491,145.4517,3.8,0,12,758
20/3/2024,9:22:28,0,<None>,1.24,4.96,56618.2,20.817,3.91,1.31,51783.7,89.3,89,5.65,207,30.243,34.28,52263.1,3.37,9.35,33971,182.47,0,1.174,8.2,-95.1,29.363,20.922,-14.64491,145.4517,2.1,0,12,758.1
20/3/2024,9:22:29,0,<None>,1.37,5.46,56617.8,20.826,3.98,1.33,51783.2,89.3,88.9,5.65,207.1,30.256,34.28,52262.7,4.1,11.4,33971,173.83,0,1.174,8.2,-95.1,29.363,20.93,-14.6449,145.4517,2.2,0,12,758
20/3/2024,9:22:30,0,<None>,0.63,2.52,56617.4,20.832,4.05,1.36,51782.5,89.3,88.9,5.65,207.2,30.264,34.28,52262,1.71,4.71,33970,164.46,0,1.174,8.2,-95.1,29.363,20.929,-14.6449,145.4517,2.5,0,12,758
20/3/2024,9:22:31,0,<None>,0.29,1.16,56616,20.837,4.05,1.36,51781.1,89.3,88.9,5.65,207.3,30.271,34.27,52260.6,0.71,1.89,33969,154.48,0,1.174,8.2,-95.1,29.363,20.932,-14.6449,145.4517,2.5,0,12,758
20/3/2024,9:22:32,0,<None>,0.29,1.16,56616.5,20.841,3.98,1.33,51781.2,89.3,88.9,5.65,207.3,30.278,34.27,52260.7,0.49,1.3,33969,146.26,0,1.174,8.2,-95.1,29.364,20.913,-14.6449,145.4517,2.3,0,12,758
20/3/2024,9:22:33,0,<None>,0.29,1.15,56618,20.845,3.8,1.27,51782.4,89.3,88.9,5.65,207.3,30.283,34.28,52262,1.15,3.15,33970,148.63,0,1.174,8.2,-95.1,29.364,20.906,-14.64489,145.4517,2.7,0,12,757.9
20/3/2024,9:22:34,0,<None>,0.33,1.3,56618.9,20.849,3.35,1.12,51783.1,89.3,89,5.65,207.4,30.288,34.28,52262.7,1.15,3.15,33971,347.22,0,1.174,8.2,-95,29.364,20.926,-14.64488,145.4517,2.4,0,12,758
20/3/2024,9:22:35,0,<None>,0.38,1.51,56619.2,20.852,3.29,1.1,51783.2,89.3,89,5.65,207.4,30.294,34.28,52262.8,1.18,3.21,33971,182.83,0,1.174,8.2,-95,29.364,20.935,-14.64488,145.4517,1.9,0,12,758.1
20/3/2024,9:22:36,0,<None>,0.38,1.5,56619.2,20.855,3.4,1.14,51783.1,89.3,89,5.65,207.4,30.298,34.28,52262.7,1.12,3.05,33971,173.45,0,1.174,8.2,-95,29.364,20.911,-14.64488,145.4517,1.8,0,12,758.1
20/3/2024,9:22:37,0,<None>,0.38,1.53,56618.6,20.858,3.54,1.19,51782.6,89.3,89,5.65,207.4,30.302,34.28,52262.1,1.1,3,33970,275.67,0,1.174,8.2,-95,29.364,20.915,-14.64488,145.4517,1.9,0,12,758.1
20/3/2024,9:22:38,0,<None>,0.36,1.44,56617.8,20.861,3.27,1.1,51781.5,89.3,89,5.65,207.4,30.307,34.27,52261.1,1.03,2.79,33970,261.21,0,1.174,8.2,-95,29.365,20.944,-14.64488,145.4517,2.6,0,12,758.1
20/3/2024,9:22:39,0,<None>,0.35,1.4,56617.5,20.864,2.85,0.96,51781.2,89.3,89,5.65,207.4,30.31,34.27,52260.9,0.99,2.68,33970,157.22,0,1.174,8.2,-95,29.365,20.937,-14.64488,145.4517,2.5,0,12,758.1
20/3/2024,9:22:40,0,<None>,0.34,1.34,56617.5,20.866,2.67,0.9,51781.2,89.4,89,5.65,207.4,30.313,34.27,52260.8,0.92,2.5,33970,220.61,0,1.174,8.2,-95,29.365,20.916,-14.64487,145.4517,2.7,0,12,758.1
20/3/2024,9:22:41,0,<None>,0.33,1.31,56617.6,20.868,2.49,0.84,51781.1,89.4,89,5.65,207.3,30.316,34.27,52260.7,0.93,2.51,33969,532.46,0,1.174,8.2,-95,29.365,20.903,-14.64487,145.4517,2.8,0,12,758.1
20/3/2024,9:22:42,0,<None>,0.32,1.28,56617.7,20.869,2.44,0.82,51780.8,89.4,89,5.65,207.2,30.318,34.27,52260.5,0.89,2.41,33969,88.81,0,1.174,8.2,-95,29.365,20.913,-14.64487,145.4517,2.6,0,12,758
20/3/2024,9:22:43,0,<None>,0.31,1.24,56617.4,20.869,2.39,0.8,51780.4,89.4,89,5.65,207.2,30.318,34.27,52260.1,0.87,2.35,33969,127.43,0,1.174,8.2,-95,29.365,20.884,-14.64487,145.4517,2.2,0,12,758.1
20/3/2024,9:22:44,0,<None>,0.32,1.26,56617,20.869,2.32,0.78,51779.6,89.4,89,5.65,207.1,30.318,34.27,52259.4,0.88,2.37,33969,200.17,0,1.174,8.2,-95,29.366,20.862,-14.64487,145.4517,2.1,0,12,758.1
20/3/2024,9:22:45,0,<None>,0.31,1.22,56616.4,20.87,2.23,0.75,51778.8,89.4,89,5.65,207.1,30.319,34.27,52258.5,0.91,2.46,33968,126.96,0,1.174,8.2,-95,29.366,20.893,-14.64486,145.4517,2.4,0,12,758.1
20/3/2024,9:22:46,0,<None>,0.29,1.15,56615.6,20.87,1.87,0.63,51777.8,89.4,89,5.65,207,30.319,34.27,52257.6,0.93,2.53,33967,96.96,0,1.174,8.2,-95,29.366,20.882,-14.64487,145.4517,1.8,0,12,758
20/3/2024,9:22:47,0,<None>,0.31,1.22,56615,20.871,1.66,0.56,51776.9,89.4,89,5.65,207,30.32,34.27,52256.7,0.96,2.6,33967,80.49,0,1.174,8.2,-95,29.367,20.891,-14.64487,145.4517,1.6,0,12,758.1
20/3/2024,9:22:48,0,<None>,0.3,1.21,56614.5,20.87,1.59,0.54,51776.4,89.4,89,5.65,206.9,30.32,34.27,52256.2,0.95,2.58,33967,71.17,0,1.174,8.2,-95,29.367,20.878,-14.64487,145.4517,1.2,0,12,758.1
20/3/2024,9:22:49,0,<None>,0.32,1.28,56613.7,20.871,1.51,0.51,51775.6,89.4,89,5.65,206.8,30.321,34.27,52255.4,0.94,2.55,33966,69.22,0,1.174,8.2,-95,29.367,20.884,-14.64486,145.4517,1.2,0,12,758.2
20/3/2024,9:22:50,0,<None>,0.32,1.29,56613.3,20.872,1.48,0.5,51775.1,89.4,89,5.65,206.8,30.322,34.27,52254.9,0.92,2.48,33966,67.38,0,1.174,8.2,-95,29.367,20.888,-14.64486,145.4517,1,0,12,758.1
20/3/2024,9:22:51,0,<None>,0.32,1.28,56613.2,20.873,1.47,0.5,51774.8,89.3,89,5.65,206.7,30.323,34.27,52254.7,0.89,2.42,33966,64.08,0,1.174,8.2,-95,29.367,20.92,-14.64487,145.4517,0.8,0,12,758.1
20/3/2024,9:22:52,0,<None>,0.34,1.35,56612.9,20.877,1.44,0.49,51774.5,89.3,89,5.65,206.6,30.329,34.27,52254.4,0.92,2.49,33965,61.08,0,1.174,8.2,-95,29.367,20.939,-14.64486,145.4517,0.7,0,12,758.1
20/3/2024,9:22:53,0,<None>,0.36,1.43,56611.7,20.88,1.45,0.49,51773.3,89.3,88.9,5.65,206.5,30.334,34.27,52253.1,0.9,2.43,33965,56.14,0,1.174,8.2,-95,29.367,20.93,-14.64486,145.4517,0.7,0,12,758.1
20/3/2024,9:22:54,0,<None>,0.38,1.52,56611.6,20.881,1.38,0.47,51773.1,89.3,88.9,5.65,206.4,30.335,34.27,52252.9,0.91,2.46,33964,53.02,0,1.174,8.2,-95,29.367,20.937,-14.64486,145.4517,0.5,0,12,758.1
20/3/2024,9:22:55,0,<None>,0.41,1.63,56611.2,20.881,1.35,0.46,51772.6,89.3,88.9,5.65,206.3,30.335,34.27,52252.5,0.93,2.52,33964,96.75,0,1.174,8.2,-95,29.367,20.843,-14.64486,145.4517,0.6,0,12,758.2
20/3/2024,9:22:56,0,<None>,0.45,1.78,56610.1,20.887,1.63,0.55,51771.7,89.3,88.9,5.65,206.2,30.344,34.27,52251.6,1.02,2.77,33964,758.42,0,1.174,8.2,-95,29.367,20.942,-14.64486,145.4517,0.7,0,12,758.1
20/3/2024,9:22:57,0,<None>,0.58,2.32,56605.5,20.888,2.3,0.77,51767.8,89.3,88.9,5.65,206,30.346,34.26,52247.6,1.4,3.84,33961,3178.51,0,1.174,8.2,-95,29.367,20.819,-14.64486,145.4517,0.7,0,12,758.1
20/3/2024,9:22:58,0,<None>,0.56,2.21,56605.9,20.887,2.48,0.83,51768.6,89.3,88.9,5.65,205.9,30.343,34.27,52248.3,1.42,3.89,33961,84.16,0,1.174,8.2,-95,29.367,20.634,-14.64486,145.4517,0.6,0,12,758.1
20/3/2024,9:22:59,0,<None>,0.52,2.08,56609,20.879,2.24,0.75,51771.7,89.3,88.9,5.65,205.8,30.331,34.27,52251.5,1.43,3.91,33963,16.4,0,1.174,8.2,-95,29.366,20.333,-14.64486,145.4517,0.8,0,12,758
20/3/2024,9:23:00,0,<None>,0.48,1.92,56611.8,19.995,2.03,0.68,51774.8,89.3,88.9,5.65,205.7,29.048,34.27,52254.5,1.38,3.79,33965,8.83,0,1.174,8.2,-95,29.366,20.076,-14.64485,145.4517,1.6,0,12,758
20/3/2024,9:23:01,0,<None>,0.45,1.8,56614.9,19.639,1.81,0.61,51777.9,89.2,88.9,5.65,205.7,28.53,34.27,52257.6,1.37,3.76,33967,6.01,0,1.174,8.2,-95,29.365,19.822,-14.64486,145.4517,1.1,0,12,758
20/3/2024,9:23:02,0,<None>,0.43,1.73,56617.3,19.593,1.52,0.51,51780.4,89.2,88.9,5.65,205.7,28.464,34.27,52260.1,1.36,3.72,33969,4.96,0,1.174,8.2,-95,29.365,19.745,-14.64486,145.4517,1.2,0,12,757.9
20/3/2024,9:23:03,0,<None>,0.38,1.53,56620.5,19.391,1.37,0.46,51783.3,89.2,88.9,5.65,205.7,28.171,34.28,52263,1.32,3.6,33971,4.17,0,1.174,8.2,-95,29.365,19.171,-14.64485,145.4517,1.5,0,12,757.9
20/3/2024,9:23:04,0,<None>,0.36,1.43,56622.9,18.984,1.25,0.42,51786.1,89.2,88.9,5.65,205.7,27.579,34.28,52265.8,1.27,3.46,33973,3.89,0,1.174,8.2,-95,29.365,18.712,-14.64485,145.4517,1.3,0,12,758
20/3/2024,9:23:05,0,<None>,0.3,1.19,56625.4,18.72,1.2,0.41,51788.6,89.2,88.9,5.65,205.7,27.195,34.28,52268.3,1.2,3.27,33974,3.43,0,1.174,8.2,-95,29.364,18.292,-14.64485,145.4517,1.4,0,12,758
20/3/2024,9:23:06,0,<None>,0.26,1.02,56627.4,17.462,1.15,0.39,51791.1,89.3,88.9,5.65,205.8,25.368,34.28,52270.7,1.12,3.05,33976,3.05,0,1.174,8.2,-95,29.364,17.742,-14.64485,145.4517,1.6,0,12,757.9
20/3/2024,9:23:07,0,<None>,0.09,0.37,56628.5,16.938,1.11,0.38,51792.4,89.3,88.9,5.65,205.9,24.608,34.28,52272,1.09,2.96,33977,2.78,0,1.174,8.2,-95,29.363,17.181,-14.64485,145.4517,1.6,0,12.1,757.9
20/3/2024,9:23:08,0,<None>,0.07,0.27,56629.4,16.354,1.08,0.37,51793.9,89.3,88.9,5.65,205.9,23.759,34.29,52273.4,1.05,2.85,33978,2.57,0,1.174,8.2,-95,29.363,16.637,-14.64485,145.4517,1.6,0,12.1,758
20/3/2024,9:23:09,0,<None>,0.06,0.23,56628.1,16.265,1.07,0.36,51793.2,89.3,88.9,5.65,206,23.63,34.28,52272.7,1.03,2.79,33977,2.4,0,1.174,8.2,-95,29.362,16.1,-14.64485,145.4517,1.8,0,12.1,758
20/3/2024,9:23:10,0,<None>,0.06,0.22,56627.6,15.088,1.02,0.35,51793,89.3,89,5.65,206.2,21.919,34.28,52272.4,1,2.72,33977,2.26,0,1.174,8.2,-95,29.362,15.445,-14.64485,145.4517,2,0,12.1,758
20/3/2024,9:23:11,0,<None>,0.06,0.23,56623.3,14.518,1,0.34,51789.2,89.3,89,5.65,206.3,21.091,34.28,52268.6,0.94,2.54,33975,2.13,0,1.174,8.2,-95,29.362,14.748,-14.64485,145.4517,1.8,0,12.1,758
20/3/2024,9:23:12,0,<None>,0.05,0.19,56602.2,13.992,0.99,0.34,51769.4,89.4,89,5.65,206.4,20.326,34.27,52248.7,0.9,2.43,33962,2.03,0,1.174,8.2,-95,29.362,14.237,-14.64485,145.4517,1.7,0,12.1,758
20/3/2024,9:23:13,0,<None>,0.05,0.21,56575.4,13.647,0.99,0.34,51744.3,89.4,89.1,5.66,206.6,19.826,34.25,52223.4,0.79,2.13,33945,1.55,0,1.174,8.2,-95.1,29.363,13.762,-14.64485,145.4517,1.6,0,12.1,758
20/3/2024,9:23:14,0,<None>,0.05,0.2,56501.5,13.42,1,0.34,51675.1,89.5,89.1,5.66,206.7,19.495,34.2,52153.8,0.7,1.87,33900,1.12,0,1.174,8.2,-95.1,29.365,13.157,-14.64485,145.4517,1.8,0,12.1,758
20/3/2024,9:23:15,0,<None>,0.05,0.2,56389.5,12.034,0.88,0.3,51571.2,89.6,89.2,5.67,206.9,17.481,34.12,52049,0.27,0.67,33832,0.84,0,1.174,8.2,-95.1,29.366,12.353,-14.64485,145.4517,2,0,12.1,758
20/3/2024,9:23:16,0,<None>,0.05,0.19,56268.7,11.379,-0.03,0,51459.5,89.7,89.3,5.68,207.1,16.529,34.04,51936.4,0.2,0.47,33759,0.8,0,1.174,8.2,-95.1,29.367,11.705,-14.64485,145.4517,2.2,0,12.1,758
20/3/2024,9:23:17,0,<None>,0.05,0.19,56125.2,10.73,-0.52,-0.17,51326.7,89.8,89.4,5.69,207.3,15.585,33.94,51802.6,0.18,0.42,33672,0.71,0,1.174,8.2,-95.2,29.369,11.087,-14.64485,145.4517,1.9,0,12.1,758
20/3/2024,9:23:18,0,<None>,0.05,0.18,55993.4,10.748,-0.6,-0.19,51204.4,90,89.6,5.7,207.5,15.609,33.85,51679.4,0.18,0.42,33592,0.65,0,1.174,8.2,-95.2,29.37,10.641,-14.64485,145.4517,2,0,12.1,758
20/3/2024,9:23:19,0,<None>,0.04,0.16,55827.7,9.391,-0.61,-0.2,51050.9,90.2,89.8,5.72,207.8,13.638,33.73,51524.7,0.19,0.46,33491,0.62,0,1.174,8.2,-95.3,29.372,9.749,-14.64484,145.4517,2.1,0,12.1,758
20/3/2024,9:23:20,0,<None>,0.04,0.15,55678.4,8.913,-0.62,-0.2,50912.9,90.4,90.1,5.74,208,12.942,33.63,51385.6,0.17,0.4,33401,0.6,0,1.174,8.2,-95.4,29.374,9.168,-14.64484,145.4517,2,0,12.1,758
20/3/2024,9:23:21,0,<None>,0.03,0.11,55505.4,8.137,-0.65,-0.21,50752.9,93.4,93,5.93,208.2,11.814,33.51,51224.3,0.17,0.39,33296,0.58,0,1.174,8.21,-95.4,29.376,8.544,-14.64484,145.4517,2.5,0,12.1,757.9
20/3/2024,9:23:22,0,<None>,0.02,0.08,55353.5,7.761,-0.65,-0.21,50612.6,94.5,94.1,6,208.4,11.268,33.41,51082.9,0.17,0.4,33204,0.57,0,1.174,8.21,-95.5,29.377,7.761,-14.64484,145.4517,2.5,0,12.1,758
20/3/2024,9:23:23,0,<None>,0.03,0.1,55181.6,6.476,-0.66,-0.21,50454,94.7,94.3,6.02,208.6,9.401,33.29,50923,0.17,0.39,33100,0.56,0,1.174,8.21,-95.6,29.379,6.919,-14.64484,145.4517,2.6,0,12.1,758
20/3/2024,9:23:24,0,<None>,0.02,0.07,55033.7,6.065,-0.66,-0.21,50317.7,95,94.6,6.04,208.8,8.803,33.19,50785.5,0.16,0.37,33011,0.53,0,1.174,8.21,-95.6,29.38,6.229,-14.64484,145.4517,2.8,0,12.1,758
20/3/2024,9:23:25,0,<None>,0.03,0.1,54876.6,5.483,-0.63,-0.21,50173,95.4,95,6.07,209,7.958,33.08,50639.5,0.16,0.36,32916,0.51,0,1.174,8.21,-95.7,29.381,5.808,-14.64484,145.4517,2.6,0,12.1,758
